instance,time,ubound,nb_iter,chemin
450_USA-road-d.COL.gr,2.500854969024658,39223.99999999999,1,83/ 84/ 183/ 217/ 46/ 55/ 268/ 170/ 239/ 134/ 222/ 301/ 346/ 352/ 389
450_USA-road-d.NY.gr,2.1179051399230957,47080.700000000004,1,279/ 290/ 120/ 226/ 178/ 260/ 19/ 71/ 262/ 407/ 439/ 361/ 435/ 419/ 347/ 346/ 448/ 431
500_USA-road-d.BAY.gr,4.803572177886963,38097.93,2,466/ 488/ 260/ 105/ 280/ 290/ 287/ 393/ 358/ 445/ 478/ 465/ 481
500_USA-road-d.COL.gr,3.1355721950531006,39223.99999999999,1,83/ 84/ 45/ 130/ 360/ 218/ 2/ 8/ 114/ 25/ 113/ 192/ 281/ 352/ 389
1600_USA-road-d.COL.gr,33.29732704162598,42505.7,0,88/ 538/ 1401/ 1437/ 759/ 1352/ 1081/ 448/ 1487/ 185/ 767/ 774/ 479/ 1398/ 1053
500_USA-road-d.NY.gr,3.7003791332244873,48093.44,1,463/ 461/ 434/ 313/ 239/ 451/ 353/ 240/ 108/ 187/ 84/ 18/ 432/ 402/ 120/ 490/ 393/ 458/ 488
550_USA-road-d.BAY.gr,4.926161050796509,22317.24,1,413/ 426/ 304/ 41/ 25/ 88/ 354/ 264/ 185/ 186/ 276/ 493/ 373/ 537
550_USA-road-d.COL.gr,5.02398681640625,39223.99999999999,1,83/ 84/ 64/ 130/ 360/ 86/ 10/ 474/ 239/ 223/ 113/ 192/ 346/ 352/ 389
550_USA-road-d.NY.gr,3.484941005706787,47814.36,1,463/ 461/ 549/ 360/ 435/ 451/ 353/ 240/ 108/ 187/ 33/ 433/ 85/ 117/ 481/ 281/ 516/ 458/ 488
1600_USA-road-d.NY.gr,24.209336042404175,66475.47,0,1133/ 621/ 1190/ 1171/ 298/ 1248/ 1108/ 1070/ 1044/ 855/ 866/ 1463/ 326/ 280/ 240/ 581/ 923/ 579/ 1240/ 1547/ 1554/ 1288/ 1307
160_USA-road-d.BAY.gr,0.4450368881225586,13395.74,1,74/ 41/ 129/ 123/ 142/ 44/ 59/ 105/ 159
2000_USA-road-d.COL.gr,44.19402194023132,49019.12999999999,1,88/ 1622/ 331/ 1387/ 521/ 1547/ 1900/ 856/ 1079/ 825/ 1538/ 269/ 1228/ 1299/ 1822/ 1753/ 1773/ 1888/ 1917/ 1887
2000_USA-road-d.NY.gr,29.656524896621704,66853.3,1,1792/ 1604/ 1271/ 1403/ 1286/ 1298/ 1481/ 1256/ 1275/ 662/ 1047/ 1490/ 1694/ 1393/ 1661/ 1858/ 1394/ 1943/ 1630/ 954/ 1343/ 1741/ 1950/ 1973
200_USA-road-d.BAY.gr,0.6165530681610107,13395.74,1,74/ 41/ 129/ 4/ 34/ 170/ 131/ 164/ 159
200_USA-road-d.COL.gr,0.3271751403808594,31845.670000000002,1,161/ 181/ 59/ 135/ 153/ 96/ 119/ 137/ 184/ 76/ 116/ 117/ 83/ 196
200_USA-road-d.NY.gr,0.41027402877807617,30595.120000000003,1,137/ 125/ 116/ 194/ 68/ 100/ 148/ 85/ 184/ 120/ 149
20_USA-road-d.BAY.gr,0.00924992561340332,15332.560000000001,1,15/ 11/ 13/ 5/ 17
20_USA-road-d.COL.gr,0.006830930709838867,7076.52,0,12/ 10/ 14/ 17/ 15
20_USA-road-d.NY.gr,0.0058629512786865234,9454.470000000001,1,2/ 8/ 17/ 9
2100_USA-road-d.BAY.gr,22.147238969802856,72250.15999999999,0,1788/ 1956/ 1407/ 1914/ 939/ 771/ 1638/ 860/ 995/ 1692/ 861/ 581/ 559/ 888/ 1270/ 405/ 520/ 1962/ 1424/ 1913/ 2018/ 1948/ 1489/ 2070/ 2038
2100_USA-road-d.COL.gr,33.91160297393799,43998.7,0,88/ 1837/ 249/ 1007/ 172/ 967/ 178/ 555/ 482/ 1531/ 1043/ 1030/ 1430/ 1924/ 2048/ 2013
2100_USA-road-d.NY.gr,23.176312923431396,123988.84999999999,0,1785/ 1307/ 1555/ 1850/ 1806/ 1240/ 579/ 324/ 360/ 396/ 1810/ 1828/ 1463/ 866/ 1068/ 442/ 1740/ 1108/ 617/ 1237/ 1943/ 646/ 1203/ 2042/ 2030/ 1582/ 1569/ 1092/ 635/ 1327/ 1927/ 1434/ 1974
2200_USA-road-d.BAY.gr,24.371449947357178,80869.20999999999,1,1580/ 1641/ 1497/ 2187/ 1900/ 825/ 2043/ 1577/ 1692/ 1639/ 1960/ 2122/ 1272/ 414/ 1982/ 1340/ 1845/ 1424/ 2087/ 2018/ 2178/ 1489/ 1890/ 1947/ 2127/ 2073/ 2128/ 2179
2200_USA-road-d.COL.gr,36.32451510429382,48962.93,0,88/ 1935/ 1353/ 212/ 361/ 833/ 2018/ 1932/ 1487/ 591/ 338/ 946/ 669/ 2006/ 1997/ 2033/ 2153
2200_USA-road-d.NY.gr,30.61230492591858,66853.3,1,1785/ 1804/ 1823/ 1308/ 595/ 692/ 1230/ 729/ 680/ 1834/ 966/ 1078/ 1490/ 1919/ 1088/ 1920/ 1031/ 1346/ 1323/ 2025/ 1326/ 1677/ 1954/ 1974
2300_USA-road-d.BAY.gr,36.1643750667572,77192.09999999999,0,1788/ 1456/ 1789/ 2090/ 939/ 1792/ 1097/ 1122/ 2026/ 2089/ 1639/ 581/ 1878/ 424/ 1673/ 510/ 1340/ 1409/ 2137/ 2087/ 2233/ 2178/ 1489/ 2230/ 2276/ 2300
2300_USA-road-d.COL.gr,52.76392483711243,49019.12999999999,1,88/ 238/ 471/ 536/ 904/ 248/ 775/ 181/ 955/ 1330/ 1669/ 1671/ 1674/ 2032/ 2152/ 2031/ 2227/ 2273/ 2278/ 2272
